id,source,source_id,url,project_name,developer,unit_number,district,subdistrict,lat,lon,property_type,ownership_type,leasehold_years,title_deed,bedrooms,bathrooms,area_sqm,land_sqm,floor,total_floors,price_thb,price_per_sqm_thb,cam_fee_per_sqm,sinking_fund_per_sqm,furniture_package_thb,monthly_rent_thb,rental_type,rental_yield_claimed,rental_program,rental_pool_split,has_hotel_license,has_pool,has_garden,has_gym,parking_spaces,occupancy_status,is_off_plan,completion_date,year_built,days_on_market,price_drop_count,zone_type,raw_data,scraped_at,updated_at,is_active
11,fazwaz,5-bedroom-villa-for-sale-at-jungle-village-in-kamala-phuket-u5897850,https://www.fazwaz.com/property-sales/5-bedroom-villa-for-sale-at-jungle-village-in-kamala-phuket-u5897850,Jungle Village,,,kamala,"Kamala, Kathu, Phuket",,,villa,unknown,,,,,,,,,15250000.0,,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all jungle village updated 37 minutes ago kamala, kathu, phuket ฿15,250,000 ฿16,000,000 (฿92,100/sqm) 5 bedroom villa for sale at jungle village welcome to this spacious 5-bedroom, 3-bathroom private pool villa located in jungle village, kamala, one of phuket’s most peaceful and family-friendly residential communities.this beautiful 2-st... details: 5 bedroom(s) 3 bathroom(s) 165.68 sqm proper"", ""tags"": [""updated: 37 minutes ago""], ""location_text"": ""Kamala, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/5-bedroom-villa-for-sale-at-jungle-village-in-kamala-phuket-u5897850""}",2026-04-21 09:02:24.865068,2026-04-21 09:02:24.865068,1
12,fazwaz,2-bedroom-condo-for-sale-at-the-view-luxury-condominium-in-karon-phuket-u1393422,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-view-luxury-condominium-in-karon-phuket-u1393422,The View Luxury Condominium,,,karon,"Karon, Phuket Town, Phuket",,,land,leasehold,,,,,,,,,13900000.0,,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""the view luxury condominium updated 6 hours ago karon, phuket town, phuket ฿13,900,000 ฿21,000,000 (฿90,300/sqm) 2 bedroom condo for sale at the view luxury condominium superb ultimate seaview apartment with optimum space on the south west coast of the island, offering very comfortable living for those who appreciate the finer things in life - this apartment comes wi... details: 2 bedroom(s) 2 bat"", ""tags"": [""rent:฿150,000/mo| roi:13%"", ""cam fee:฿10,010/mo"", ""sinking fund:฿1,830"", ""updated: 6 hours ago""], ""location_text"": ""Karon, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-view-luxury-condominium-in-karon-phuket-u1393422""}",2026-04-21 09:02:24.867944,2026-04-21 09:02:24.867944,1
13,fazwaz,1-bedroom-condo-for-sale-at-fantasea-condo-kamala-in-kamala-phuket-u6171538,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-fantasea-condo-kamala-in-kamala-phuket-u6171538,Fantasea Condo Kamala,,,kamala,"Kamala, Kathu, Phuket",,,condo,leasehold,,,,,75.0,,,,2589000.0,34520.0,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all fantasea condo kamala listed 6 hours ago kamala, kathu, phuket ฿2,589,000 ฿2,899,000 (฿96,800/sqm) 1 bedroom condo for sale at fantasea condo kamala discover this modern 1-bedroom condo of 26.75 sqm located in the sought-after fantasea condo kamala, one of the newest developments in phuket, completed in 2024.\nperfectly designed for comfortable liv... details: 1 bedroom(s) 1 bathroom(s) 26."", ""tags"": [""est. rent:฿22,800/mo| roi:11%"", ""cam fee:฿1,338/mo"", ""sinking fund:฿13,375""], ""location_text"": ""Kamala, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-fantasea-condo-kamala-in-kamala-phuket-u6171538""}",2026-04-21 09:02:24.867944,2026-04-21 09:02:24.867944,1
14,fazwaz,land-for-sale-in-kathu-phuket-u6184702,https://www.fazwaz.com/property-sales/land-for-sale-in-kathu-phuket-u6184702,Land for Villa Development 21+ Rai | 10 Min Patong & Central,,,kathu,"Kathu, Kathu, Phuket",,,villa,unknown,,,,,8.0,,,,300000000.0,37500000.0,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all land for villa development 21+ rai | 10 min patong & central listed 1 week ago updated 1 week ago kathu, kathu, phuket ฿300,000,000 (฿8,790/sqm) land for sale in kathu, phuket executive summary\nprime land plot of 21 rai 1 ngan 35.7 sq.wah (~34,142.8 sqm) located in kathu, ideal for low-density villa development under green zoning.\n\n10 mins to central phuket\n10 mins to paton... details: 34,"", ""tags"": [""updated: 1 week ago""], ""location_text"": ""Kathu, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/land-for-sale-in-kathu-phuket-u6184702""}",2026-04-21 09:02:24.870926,2026-04-21 09:02:24.870926,1
15,fazwaz,5-bedroom-villa-for-sale-in-choeng-thale-phuket-u6193586,https://www.fazwaz.com/property-sales/5-bedroom-villa-for-sale-in-choeng-thale-phuket-u6193586,Kok Tanod Villa Chengthalay for Sale,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,villa,unknown,,,4.0,4.0,2440.0,,,,55000000.0,22540.98,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all kok tanod villa chengthalay for sale listed 1 hour ago choeng thale, thalang, phuket ฿55,000,000 (฿120,000/sqm) 5 bedroom villa for sale in choeng thale, phuket land 1-2-10.9 rai (2440sqm) both buillding and land registration under thai company \nthere is 1 big villa 4bed with 4bath plus 1 bedroom (mini condo guest room with bathroom and living, planty) l... details: 5 bedroom(s) 4 bathroom"", ""tags"": [], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/5-bedroom-villa-for-sale-in-choeng-thale-phuket-u6193586""}",2026-04-21 09:02:24.870926,2026-04-21 09:02:24.870926,1
16,fazwaz,1-bedroom-condo-for-sale-at-aristo-2-in-choeng-thale-phuket-u6200105,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-aristo-2-in-choeng-thale-phuket-u6200105,Aristo 2,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,unknown,,,,,,,,,6900000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all aristo 2 listed 1 hour ago choeng thale, thalang, phuket ฿6,900,000 (฿121,000/sqm) 1 bedroom condo for sale at aristo 2 beautiful 1-bedroom seaview condo, fully furnished and move-in ready, located within walking distance to surin and bangtao beaches. situated in one of phuket’s most prestigious and upscale areas... details: 1 bedroom(s) 1 bathroom(s) 57 sqm property type: condo beach 0.73"", ""tags"": [""rent:฿35,000/mo| roi:6%"", ""cam fee:฿2,850/mo"", ""sinking fund:฿9,690""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-aristo-2-in-choeng-thale-phuket-u6200105""}",2026-04-21 09:02:24.870926,2026-04-21 09:02:24.870926,1
17,fazwaz,3-bedroom-apartment-for-sale-at-sansuri-in-choeng-thale-phuket-u6196723,https://www.fazwaz.com/property-sales/3-bedroom-apartment-for-sale-at-sansuri-in-choeng-thale-phuket-u6196723,Sansuri,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,leasehold,,,,,,,,,15900000.0,,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all sansuri listed 22 hours ago choeng thale, thalang, phuket ฿15,900,000 (฿88,300/sqm) 3 bedroom apartment for sale at sansuri sansuri phuket – just 6 minutes to surin beach\nproperty highlights  \nbuilt in 2014\n📌 leasehold under thai company  \n➡️ option to convert to freehold for 700,000 thb\n• spacious 18... details: 3 bedroom(s) 2 bathroom(s) 180 sqm property type: apartment beach 1.14 km lea"", ""tags"": [""cam fee:฿9,900/mo"", ""sinking fund:฿90,000""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-apartment-for-sale-at-sansuri-in-choeng-thale-phuket-u6196723""}",2026-04-21 09:02:24.878078,2026-04-21 09:02:24.878078,1
18,fazwaz,2-bedroom-apartment-for-sale-at-skypark-celeste-laguna-in-choeng-thale-phuket-u6181165,https://www.fazwaz.com/property-sales/2-bedroom-apartment-for-sale-at-skypark-celeste-laguna-in-choeng-thale-phuket-u6181165,Skypark Celeste Laguna,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,unknown,,,,,,,,,13700000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all skypark celeste laguna listed 2 days ago choeng thale, thalang, phuket ฿13,700,000 (฿229,000/sqm) 2 bedroom apartment for sale at skypark celeste laguna a living space where architecture and nature work together: airy transitions between buildings, panoramic views of the lagoon and green hills, and a sense of resort privacy without compromising comfor... details: 2 bedroom(s) 2 bathroom(s)"", ""tags"": [""est. rent:฿70,100/mo| roi:6%"", ""cam fee:฿303/mo""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-apartment-for-sale-at-skypark-celeste-laguna-in-choeng-thale-phuket-u6181165""}",2026-04-21 09:02:24.878078,2026-04-21 09:02:24.878078,1
19,fazwaz,1-bedroom-condo-for-sale-at-citygate-in-kamala-phuket-u6196178,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-citygate-in-kamala-phuket-u6196178,CITYGATE,,,kamala,"Kamala, Kathu, Phuket",,,condo,leasehold,,,,,,,,,4100000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all citygate listed 22 hours ago updated 22 hours ago kamala, kathu, phuket ฿4,100,000 (฿124,000/sqm) 1 bedroom condo for sale at citygate a cozy corner apartment with a very well-positioned layout inside the complex - quiet, private, no direct neighbors, with a pleasant view over the internal area.\n- hardly ever lived in- one owner, rar... details: 1 bedroom(s) 1 bathroom(s) 33 sqm property t"", ""tags"": [""est. rent:฿31,800/mo| roi:9%"", ""cam fee:฿1,980/mo"", ""sinking fund:฿19,800"", ""updated: 22 hours ago""], ""location_text"": ""Kamala, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-citygate-in-kamala-phuket-u6196178""}",2026-04-21 09:02:24.878078,2026-04-21 09:02:24.878078,1
20,fazwaz,2-bedroom-condo-for-sale-at-layan-green-park-phase-2-in-choeng-thale-phuket-u6190132,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-layan-green-park-phase-2-in-choeng-thale-phuket-u6190132,Layan Green Park Phase 2,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,unknown,,,,,,,,,14250000.0,,,,,,unknown,,0,,0,1,0,0,,,1,,,,,,"{""card_text"": ""see all layan green park phase 2 listed 4 days ago choeng thale, thalang, phuket ฿14,250,000 (฿190,000/sqm) 2 bedroom condo for sale at layan green park phase 2 2-bedroom apartment for sale at layan green park, phuket\ndiscover a brand-new residence in one of phuket’s most promising developments, located in the prestigious laguna area—an exce... details: 2 bedroom(s) 1 bathroom(s) 75 sqm property t"", ""tags"": [""cam fee:฿5,625/mo"", ""sinking fund:฿48,750""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-layan-green-park-phase-2-in-choeng-thale-phuket-u6190132""}",2026-04-21 09:02:24.883950,2026-04-21 09:02:24.883950,1
21,fazwaz,1-bedroom-apartment-for-sale-at-sky-park-in-choeng-thale-phuket-u6189887,https://www.fazwaz.com/property-sales/1-bedroom-apartment-for-sale-at-sky-park-in-choeng-thale-phuket-u6189887,Sky Park,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,leasehold,,,,,35.0,,,,4500000.0,128571.43,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all sky park listed 5 days ago choeng thale, thalang, phuket ฿4,500,000 (฿129,000/sqm) 1 bedroom apartment for sale at sky park own your piece of paradise in phuket\n1-bedroom condo | 35 sqm | leaseholdlocated in the prestigious skypark aurora laguna phuket, one of phuket’s most sought-after resort communities.\nthis... details: 1 bedroom(s) 1 bathroom(s) 35 sqm property type: apartment beach 0."", ""tags"": [""est. rent:฿22,600/mo| roi:6%"", ""cam fee:฿2,100/mo"", ""sinking fund:฿3,500""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-apartment-for-sale-at-sky-park-in-choeng-thale-phuket-u6189887""}",2026-04-21 09:02:24.885390,2026-04-21 09:02:24.885390,1
22,fazwaz,1-bedroom-condo-for-sale-at-citygate-in-kamala-phuket-u6192486,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-citygate-in-kamala-phuket-u6192486,CITYGATE,,,kamala,"Kamala, Kathu, Phuket",,,condo,unknown,,,1.0,,35.0,,,,4500000.0,128571.43,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all citygate listed 2 days ago kamala, kathu, phuket ฿4,500,000 (฿129,000/sqm) 1 bedroom condo for sale at citygate lovely 1-bedroom unit at citygate, located on the 8th floor with a great layout and practical use of space. \nproperty details: - project: citygate- type: 1 bedroom - size: 35 sq.m. ... details: 1 bedroom(s) 1 bathroom(s) 35 sqm property type: condo beach 1.17 km year built 2019 l"", ""tags"": [""est. rent:฿34,800/mo| roi:9%"", ""cam fee:฿2,100/mo"", ""sinking fund:฿21,000""], ""location_text"": ""Kamala, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-citygate-in-kamala-phuket-u6192486""}",2026-04-21 09:02:24.888771,2026-04-21 09:02:24.888771,1
23,fazwaz,1-bedroom-condo-for-sale-at-citygate-de-phuket-in-kamala-phuket-u6195064,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-citygate-de-phuket-in-kamala-phuket-u6195064,Citygate De Phuket,,,kamala,"Kamala, Kathu, Phuket",,,condo,unknown,,,,,,,,,6210000.0,,,,,,unknown,,0,,0,1,0,0,,,1,,,,,,"{""card_text"": ""see all citygate de phuket listed 2 days ago kamala, kathu, phuket ฿6,210,000 (฿135,000/sqm) 1 bedroom condo for sale at citygate de phuket citygate de phuket is a development that features condominiums within the same project. located near the sea, it offers an ideal setting for relaxation and comfortable living in the heart of kamala. t... details: 1 bedroom(s) 1 bathroom(s) 46 sqm property type"", ""tags"": [""cam fee:฿3,680/mo"", ""sinking fund:฿46,000""], ""location_text"": ""Kamala, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-citygate-de-phuket-in-kamala-phuket-u6195064""}",2026-04-21 09:02:24.890533,2026-04-21 09:02:24.890533,1
24,fazwaz,2-bedroom-apartment-for-sale-at-katabello-in-karon-phuket-u6188270,https://www.fazwaz.com/property-sales/2-bedroom-apartment-for-sale-at-katabello-in-karon-phuket-u6188270,Katabello,,,karon,"Karon, Phuket Town, Phuket",,,condo,unknown,,,,,37.0,,,,5550000.0,150000.0,,,,,unknown,,0,,0,0,0,0,,,1,,,,,,"{""card_text"": ""see all katabello listed 2 days ago karon, phuket town, phuket ฿5,550,000 (฿150,000/sqm) 2 bedroom apartment for sale at katabello the title katabello — an investment with comfort by the sea!\napartment — 37 m²price: 5,500,000 thb = 12,400,000 rub (developer’s price — 5,735,000 thb = 14,300,000 rub)gro... details: 2 bedroom(s) 1 bathroom(s) 37 sqm property type: apartment beach 1.6 km off plan 2027"", ""tags"": [""cam fee:฿112,000/mo"", ""sinking fund:฿1,120,000""], ""location_text"": ""Karon, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-apartment-for-sale-at-katabello-in-karon-phuket-u6188270""}",2026-04-21 09:02:24.892234,2026-04-21 09:02:24.892234,1
